epoch ,learning_rate          ,loss                   ,mae                   ,rmse                  ,val_loss               ,val_mae               ,val_rmse
    0 ,0.001999999862164259   ,0.007513952441513538   ,0.0023209296632558107 ,0.01657113805413246   ,0.00030734401661902666 ,0.0010975571349263191 ,0.0013089593267068267
    1 ,0.0007999999215826392  ,0.00015398667892441154 ,0.002008097944781184  ,0.0031779559794813395 ,0.00016798901197034866 ,0.000768593919929117  ,0.0009351614862680435
    2 ,0.0004799999587703496  ,0.00010879876208491623 ,0.0016997394850477576 ,0.0028202799148857594 ,0.00010362768807681277 ,0.0006981583428569138 ,0.000833991973195225
    3 ,0.0003839999553747475  ,7.868438115110621e-05  ,0.0014862428652122617 ,0.0024985286872833967 ,7.674807420698926e-05  ,0.0006416374235413969 ,0.0007435218431055546
    4 ,0.0003839999553747475  ,7.161444227676839e-05  ,0.0013435372384265065 ,0.0021435862872749567 ,6.370186747517437e-05  ,0.0006434556562453508 ,0.0007465530070476234
    5 ,0.0003839999553747475  ,6.669572758255526e-05  ,0.0012257101479917765 ,0.0018564235651865602 ,5.54461803403683e-05   ,0.0006493311375379562 ,0.0007563619874417782
    6 ,0.00038399899494834244 ,6.340195977827534e-05  ,0.0011273892596364021 ,0.0016265766462311149 ,6.55401818221435e-05   ,0.000673141679726541  ,0.0007951174047775567
    7 ,0.00038399515324272215 ,6.118568126112223e-05  ,0.0010455911979079247 ,0.0014394959434866905 ,6.0742790083168074e-05 ,0.0006843763985671103 ,0.0008128072367981076
    8 ,0.00038398653850890696 ,5.9473924920894206e-05 ,0.0009756600484251976 ,0.0012975618010386825 ,4.8204670747509226e-05 ,0.0007050581625662744 ,0.0008444229606539011
    9 ,0.0003839712298940867  ,5.8161404012935236e-05 ,0.0009028060594573617 ,0.001160388463176787  ,6.270391895668581e-05  ,0.0007124008843675256 ,0.0008554179803468287
   10 ,0.0003839473065454513  ,5.7207555073546246e-05 ,0.000833414844237268  ,0.001042134128510952  ,6.475167174357921e-05  ,0.0007032761932350695 ,0.0008417380740866065
   11 ,0.0003839128476101905  ,5.652353502227925e-05  ,0.0007702622096985579 ,0.000943611201364547  ,5.3960531658958644e-05 ,0.0007041394710540771 ,0.0008430387242697179
   12 ,0.0003838659613393247  ,5.6030119594652206e-05 ,0.0007134967599995434 ,0.000858002807945013  ,5.72306162212044e-05   ,0.0006742171244695783 ,0.0007968263817019761
   13 ,0.00038380472688004375 ,5.574394162977114e-05  ,0.000663934915792197  ,0.0007806510548107326 ,5.900905671296641e-05  ,0.0006418314878828824 ,0.0007438447210006416
   14 ,0.0003837272524833679  ,5.567059633904137e-05  ,0.0006387518951669335 ,0.000738362839911133  ,5.40209912287537e-05   ,0.0006368011236190796 ,0.0007355520501732826
   15 ,0.0003836316172964871  ,5.565908213611692e-05  ,0.0006377751706168056 ,0.0007365800556726754 ,5.5961885664146394e-05 ,0.0006367861060425639 ,0.0007355479174293578
   16 ,0.0003835159295704216  ,5.5634896853007376e-05 ,0.0006377766840159893 ,0.0007365752244368196 ,5.433028127299622e-05  ,0.0006367926835082471 ,0.000735540350433439
   17 ,0.0003833782975561917  ,5.561726720770821e-05  ,0.0006377688841894269 ,0.0007365714991465211 ,5.053308996139094e-05  ,0.0006367807509377599 ,0.000735528243239969
   18 ,0.0003832168586086482  ,5.5598135077161714e-05 ,0.0006377764511853456 ,0.0007365730125457048 ,6.076518911868334e-05  ,0.000636779994238168  ,0.0007355285924859345
   19 ,0.0003830296918749809  ,5.5565975344507024e-05 ,0.0006377880927175283 ,0.0007365844212472439 ,5.364394746720791e-05  ,0.0006367850000970066 ,0.0007355314446613193
   20 ,0.0003828149347100407  ,5.55360566067975e-05   ,0.0006377825047820807 ,0.0007365885539911687 ,4.6312183258123696e-05 ,0.000636784709058702  ,0.0007355312700383365
   21 ,0.0003825707535725087  ,5.550519563257694e-05  ,0.0006377614918164909 ,0.0007365610217675567 ,5.928819518885575e-05  ,0.0006367862224578857 ,0.0007355331326834857
   22 ,0.00038229525671340525 ,5.545852764043957e-05  ,0.0006377761601470411 ,0.000736582325771451  ,6.085585118853487e-05  ,0.0006367811001837254 ,0.0007355281268246472
   23 ,0.00038198663969524205 ,5.541604332393035e-05  ,0.0006377826794050634 ,0.0007365818019025028 ,5.3153562475927174e-05 ,0.0006367822061292827 ,0.0007355291163548827
   24 ,0.0003816430689767003  ,5.5374337534885854e-05 ,0.0006377824465744197 ,0.0007365908240899444 ,5.327875987859443e-05  ,0.0006367822643369436 ,0.0007355393609032035
   25 ,0.0003812627401202917  ,5.530944690690376e-05  ,0.0006377704557962716 ,0.0007365734199993312 ,5.864463309990242e-05  ,0.0006367824971675873 ,0.0007355291163548827
   26 ,0.00038084384868852794 ,5.524749212781899e-05  ,0.000637775519862771  ,0.0007365790661424398 ,5.596704068011604e-05  ,0.000636793440207839  ,0.0007355418638326228
   27 ,0.0003803846484515816  ,5.5192631407408044e-05 ,0.0006377818062901497 ,0.0007365792407654226 ,5.73645593249239e-05   ,0.0006367796449922025 ,0.0007355292327702045
   28 ,0.0003798833640757948  ,5.511115523404442e-05  ,0.0006377751124091446 ,0.0007365834899246693 ,6.315731297945604e-05  ,0.000636793440207839  ,0.0007355420384556055
   29 ,0.00037933827843517065 ,5.503358624991961e-05  ,0.0006377741228789091 ,0.0007365754572674632 ,5.5489006626885384e-05 ,0.0006367830210365355 ,0.0007355296402238309
   30 ,0.0003787477035075426  ,5.4958625696599483e-05 ,0.0006377798272296786 ,0.0007365843048319221 ,5.86680143896956e-05   ,0.0006367845344357193 ,0.0007355456473305821
   31 ,0.0003781099512707442  ,5.4851432651048526e-05 ,0.0006377720856107771 ,0.0007365737692452967 ,5.771610085503198e-05  ,0.0006367916939780116 ,0.0007355597335845232
   32 ,0.00037742339191026986 ,5.4758453188696876e-05 ,0.0006377811077982187 ,0.0007365774945355952 ,5.322306969901547e-05  ,0.0006368157337419689 ,0.0007355717825703323
   33 ,0.00037668642471544445 ,5.465761569212191e-05  ,0.000637772202026099  ,0.0007365687051787972 ,5.411169695435092e-05  ,0.0006368005415424705 ,0.0007355513516813517
   34 ,0.00037589744897559285 ,5.452967525343411e-05  ,0.0006377692334353924 ,0.000736576272174716  ,6.484127516159788e-05  ,0.0006367798778228462 ,0.0007355279522016644
   35 ,0.00037505492218770087 ,5.4422813263954595e-05 ,0.0006377786048687994 ,0.0007365794735960662 ,5.2112012781435624e-05 ,0.0006367884343490005 ,0.0007355357520282269
   36 ,0.0003741573600564152  ,5.428562144516036e-05  ,0.0006377874524332583 ,0.0007365908240899444 ,5.590920045506209e-05  ,0.0006367855821736157 ,0.0007355326088145375
   37 ,0.000373203307390213   ,5.41423651156947e-05   ,0.0006377749959938228 ,0.0007365748169831932 ,5.3481478971662e-05    ,0.0006367844762280583 ,0.0007355311536230147
   38 ,0.00037219130899757147 ,5.400857116910629e-05  ,0.00063776143360883   ,0.0007365599740296602 ,5.474238787428476e-05  ,0.0006367909372784197 ,0.0007355391280725598
   39 ,0.00037112002610228956 ,5.384634278016165e-05  ,0.0006377794779837132 ,0.0007365793571807444 ,5.200812665862031e-05  ,0.0006367816240526736 ,0.0007355287089012563
   40 ,0.0003699881490319967  ,5.368089841795154e-05  ,0.0006377731333486736 ,0.0007365728379227221 ,5.387272176449187e-05  ,0.0006367861060425639 ,0.000735532958060503
   41 ,0.0003687943972181529  ,5.352094376576133e-05  ,0.0006377570680342615 ,0.000736557471100241  ,5.710961704608053e-05  ,0.0006367828464135528 ,0.0007355294073931873
   42 ,0.00036753754829987884 ,5.332626460585743e-05  ,0.0006377807003445923 ,0.0007365814526565373 ,5.490777039085515e-05  ,0.0006367963505908847 ,0.0007355687557719648
   43 ,0.0003662164381239563  ,5.313902147463523e-05  ,0.000637766788713634  ,0.0007365707424469292 ,5.196816346142441e-05  ,0.0006367811001837254 ,0.0007355280104093254
   44 ,0.000364829960744828   ,5.2943585615139455e-05 ,0.0006377796526066959 ,0.0007365790661424398 ,5.343261727830395e-05  ,0.0006367882015183568 ,0.0007355359266512096
   45 ,0.00036337709752842784 ,5.2727093134308234e-05 ,0.0006377745885401964 ,0.0007365723722614348 ,6.29312198725529e-05   ,0.0006367856985889375 ,0.0007355473353527486
   46 ,0.00036185685894452035 ,5.251470429357141e-05  ,0.0006377698155120015 ,0.0007365754572674632 ,4.2590054363245144e-05 ,0.0006367804598994553 ,0.0007355280104093254
   47 ,0.00036026834277436137 ,5.228068039286882e-05  ,0.000637769466266036  ,0.0007365698111243546 ,5.7011260651052e-05    ,0.0006367800524458289 ,0.0007355296402238309
   48 ,0.00035861070500686765 ,5.203590262681246e-05  ,0.0006377603858709335 ,0.0007365708006545901 ,5.1676397561095655e-05 ,0.0006367838941514492 ,0.0007355305715464056
   49 ,0.0003568831889424473  ,5.179784056963399e-05  ,0.0006377699319273233 ,0.0007365744677372277 ,5.249112655292265e-05  ,0.0006368145113810897 ,0.0007355707348324358
   50 ,0.0003550850960891694  ,5.153136589797214e-05  ,0.0006377786048687994 ,0.0007365815690718591 ,5.545790190808475e-05  ,0.000636780634522438  ,0.0007355278939940035
   51 ,0.00035321578616276383 ,5.12575643369928e-05   ,0.0006377807003445923 ,0.00073658162727952   ,4.8145127948373556e-05 ,0.0006367889582179487 ,0.0007355366251431406
   52 ,0.0003512747643981129  ,5.0988863222301006e-05 ,0.0006377664976753294 ,0.0007365688215941191 ,4.492061270866543e-05  ,0.0006367825553752482 ,0.0007355292327702045
   53 ,0.0003492615360300988  ,5.071541454526596e-05  ,0.0006377737154252827 ,0.0007365723722614348 ,5.6425469665555283e-05 ,0.0006367973983287811 ,0.0007355473353527486
   54 ,0.00034717575181275606 ,5.0416390877217054e-05 ,0.0006377695826813579 ,0.0007365734199993312 ,4.878816980635747e-05  ,0.0006367807509377599 ,0.0007355320849455893
   55 ,0.0003450171207077801  ,5.079360562376678e-05  ,0.000637768127489835  ,0.000736569578293711  ,5.0656126404646784e-05 ,0.0006367906462401152 ,0.0007355373236350715
   56 ,0.0003427854098845273  ,5.047965532867238e-05  ,0.0006377699901349843 ,0.0007365706260316074 ,4.836046355194412e-05  ,0.0006367798196151853 ,0.0007355287671089172
